Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2025,3,1,     2.4,     2.4,     2.4,     2.4,    27.7,    32.0,    25.9,     7.4,    32.4
Newton,2025,3,2,     0.0,     0.0,     0.0,     0.0,    27.7,    32.5,    25.4,     7.5,    35.0
Newton,2025,3,3,     0.0,     0.0,     0.0,     0.0,    27.7,    32.8,    25.2,     6.8,    27.0
Newton,2025,3,4,     0.2,     0.2,     0.2,     0.2,    27.7,    35.1,    24.2,     5.8,    27.4
Newton,2025,3,5,     0.6,     0.4,     0.6,     0.6,    26.8,    29.8,    25.6,     5.1,    24.4
Newton,2025,3,6,     0.2,     0.2,     0.2,     0.2,    26.1,    27.8,    24.7,     5.6,    28.2
Newton,2025,3,7,     0.0,     0.0,     0.0,     0.0,    28.0,    33.8,    25.4,     5.9,    27.0
Newton,2025,3,8,     5.0,     4.4,     4.8,     5.0,    27.3,    32.3,    24.5,     6.6,    31.3
Newton,2025,3,9,     9.2,     5.2,     5.6,     6.6,    25.9,    27.2,    23.7,     4.9,    25.2
Newton,2025,3,10,     1.2,     1.2,     1.2,     1.2,    27.6,    31.5,    25.6,     6.8,    36.3
Newton,2025,3,11,     7.2,     6.0,     6.2,     6.4,    28.0,    32.3,    25.0,     6.8,    33.2
Newton,2025,3,12,     0.4,     0.2,     0.2,     0.2,    27.5,    31.5,    26.1,     6.2,    32.4
Newton,2025,3,13,     2.0,     1.6,     2.0,     2.0,    27.5,    32.5,    25.7,     5.9,    26.7
Newton,2025,3,14,     0.0,     0.0,     0.0,     0.0,    28.1,    32.8,    26.1,     6.7,    33.9
Newton,2025,3,15,     1.6,     1.0,     1.4,     1.6,    28.0,    31.6,    25.8,     6.6,    34.6
Newton,2025,3,16,     0.0,     0.0,     0.0,     0.0,    28.2,    32.5,    26.7,     5.3,    24.8
Newton,2025,3,17,     0.0,     0.0,     0.0,     0.0,    27.8,    31.9,    25.9,     7.4,    31.7
Newton,2025,3,18,     0.4,     0.4,     0.4,     0.4,    28.3,    32.2,    26.1,     8.7,    40.7
Newton,2025,3,19,    86.4,    10.8,    15.4,    24.2,    24.6,    27.1,    22.7,     7.4,    30.9
Newton,2025,3,20,   175.6,    14.8,    22.8,    37.8,    23.0,    24.2,    22.0,     8.7,    42.8
Newton,2025,3,21,-,-,-,-,-,-,-,-,-
Newton,2025,3,22,     8.2,     6.2,     7.2,     7.2,    27.0,    30.5,    24.5,     7.2,    37.4
Newton,2025,3,23,    25.2,     8.0,     9.0,    12.0,    26.0,    31.1,    22.7,     7.4,    30.2
Newton,2025,3,24,    28.4,    12.4,    20.4,    22.8,    26.3,    31.8,    23.3,     5.9,    32.4
Newton,2025,3,25,     0.0,     0.0,     0.0,     0.0,    27.3,    32.8,    25.5,     6.1,    24.1
Newton,2025,3,26,     0.0,     0.0,     0.0,     0.0,    28.0,    32.8,    25.5,     6.6,    23.7
Newton,2025,3,27,     3.4,     3.4,     3.4,     3.4,    27.7,    31.6,    25.7,     5.7,    29.8
Newton,2025,3,28,     1.2,     1.2,     1.2,     1.2,    27.9,    30.9,    24.8,     8.3,    46.9
Newton,2025,3,29,     4.8,     3.8,     4.6,     4.8,    27.6,    33.4,    24.3,     4.8,    38.2
Newton,2025,3,30,     5.8,     5.8,     5.8,     5.8,    27.5,    33.0,    25.5,     5.3,    30.2
Newton,2025,3,31,     0.0,     0.0,     0.0,     0.0,    26.9,    31.1,    24.6,     5.5,    32.0
