Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2024,4,1,     0.0,     0.0,     0.0,     0.0,    29.2,    30.7,    27.7,     7.8,    27.0
East Coast Parkway,2024,4,2,     0.0,     0.0,     0.0,     0.0,    29.8,    31.2,    28.1,     8.8,    25.6
East Coast Parkway,2024,4,3,     0.4,     0.4,     0.4,     0.4,    29.9,    32.3,    28.0,     8.8,    27.0
East Coast Parkway,2024,4,4,     1.2,     0.6,     0.6,     1.2,    29.0,    31.5,    27.4,     6.7,    35.9
East Coast Parkway,2024,4,5,     0.0,     0.0,     0.0,     0.0,    29.7,    33.1,    27.5,     7.3,    33.5
East Coast Parkway,2024,4,6,     0.0,     0.0,     0.0,     0.0,    29.8,    33.6,    27.2,     8.5,    37.4
East Coast Parkway,2024,4,7,     0.0,     0.0,     0.0,     0.0,    30.1,    33.0,    28.5,    10.3,    45.0
East Coast Parkway,2024,4,8,     0.0,     0.0,     0.0,     0.0,    29.7,    31.7,    27.3,     6.7,    24.1
East Coast Parkway,2024,4,9,     0.0,     0.0,     0.0,     0.0,    30.3,    33.9,    28.0,     9.1,    39.6
East Coast Parkway,2024,4,10,     6.0,     5.4,     5.4,     5.4,    28.9,    31.2,    26.0,     7.9,    34.6
East Coast Parkway,2024,4,11,     5.8,     1.6,     3.0,     4.8,    28.9,    32.0,    25.5,     9.8,    36.7
East Coast Parkway,2024,4,12,    77.4,    17.6,    28.0,    40.2,    26.4,    29.2,    24.5,     8.2,    41.1
East Coast Parkway,2024,4,13,     0.0,     0.0,     0.0,     0.0,    29.3,    32.2,    26.4,     9.0,    40.4
East Coast Parkway,2024,4,14,     0.4,     0.2,     0.2,     0.2,    28.6,    30.3,    27.1,     7.3,    38.5
East Coast Parkway,2024,4,15,     0.0,     0.0,     0.0,     0.0,    28.9,    31.2,    27.5,     7.7,    28.9
East Coast Parkway,2024,4,16,-,-,-,-,-,-,-,-,-
East Coast Parkway,2024,4,17,     0.0,-,-,-,-,-,-,-,-
East Coast Parkway,2024,4,18,     0.0,     0.0,     0.0,     0.0,    29.0,    31.0,    26.8,     5.5,    22.0
East Coast Parkway,2024,4,19,     0.0,     0.0,     0.0,     0.0,    29.3,    30.4,    27.8,     8.0,    37.0
East Coast Parkway,2024,4,20,     8.2,     4.2,     5.0,     5.0,    28.6,    30.3,    25.8,     8.8,    32.8
East Coast Parkway,2024,4,21,     0.0,     0.0,     0.0,     0.0,    29.4,    31.2,    27.5,     8.2,    30.2
East Coast Parkway,2024,4,22,     0.0,     0.0,     0.0,     0.0,    29.7,    31.1,    28.0,     7.3,    23.7
East Coast Parkway,2024,4,23,     0.0,     0.0,     0.0,     0.0,    30.0,    31.4,    28.5,     8.7,    27.4
East Coast Parkway,2024,4,24,     1.0,     1.0,     1.0,     1.0,    29.9,    31.2,    28.0,     8.8,    39.6
East Coast Parkway,2024,4,25,     0.0,     0.0,     0.0,     0.0,    30.0,    31.6,    29.2,    11.0,    39.3
East Coast Parkway,2024,4,26,     0.0,     0.0,     0.0,     0.0,    30.0,    31.8,    28.2,     7.5,    29.8
East Coast Parkway,2024,4,27,     0.0,     0.0,     0.0,     0.0,    30.3,    31.7,    28.7,     8.8,    26.7
East Coast Parkway,2024,4,28,    37.4,    27.6,    37.4,    37.4,    29.5,    30.9,    24.2,    10.2,    55.0
East Coast Parkway,2024,4,29,     0.0,     0.0,     0.0,     0.0,    29.8,    31.5,    27.5,     8.8,    26.3
East Coast Parkway,2024,4,30,     0.0,-,     0.0,     0.0,    30.3,    31.4,    28.7,     9.4,    22.0
