Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2024,5,1,     0.0,     0.0,     0.0,     0.0,    30.1,    31.4,    28.8,    10.0,    27.0
East Coast Parkway,2024,5,2,     0.0,     0.0,     0.0,     0.0,    29.6,    30.6,    28.2,     7.7,    35.9
East Coast Parkway,2024,5,3,     0.0,     0.0,     0.0,     0.0,    30.0,    30.9,    28.8,    10.2,    25.2
East Coast Parkway,2024,5,4,    82.4,    39.0,    40.6,    48.4,    27.3,    30.1,    24.4,     8.3,    28.9
East Coast Parkway,2024,5,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
East Coast Parkway,2024,5,6,     0.0,     0.0,     0.0,     0.0,    30.2,    31.3,    29.3,    12.9,    33.9
East Coast Parkway,2024,5,7,-,-,-,-,    29.2,    32.4,    27.5,     7.4,    35.9
East Coast Parkway,2024,5,8,     0.2,-,-,-,    28.4,    29.7,    25.7,     9.1,    36.7
East Coast Parkway,2024,5,9,     0.0,     0.0,     0.0,     0.0,    29.8,    31.2,    27.8,     9.6,    23.7
East Coast Parkway,2024,5,10,    15.4,    13.4,    15.2,    15.4,    29.6,    30.6,    25.1,    12.0,    45.4
East Coast Parkway,2024,5,11,     0.0,     0.0,     0.0,     0.0,    30.0,    30.9,    28.7,    10.1,    28.5
East Coast Parkway,2024,5,12,     0.0,     0.0,     0.0,     0.0,    29.6,    31.0,    28.4,    10.4,    38.5
East Coast Parkway,2024,5,13,     3.0,     2.8,     2.8,     2.8,    29.1,    31.1,    27.2,     6.3,    28.9
East Coast Parkway,2024,5,14,     2.6,     2.4,     2.6,     2.6,    28.8,    31.5,    26.7,     6.9,    31.3
East Coast Parkway,2024,5,15,     0.0,     0.0,     0.0,     0.0,    29.7,    30.7,    28.1,    10.2,    40.7
East Coast Parkway,2024,5,16,    10.6,     7.2,     7.6,     8.0,    28.8,    30.2,    25.1,    10.9,    63.0
East Coast Parkway,2024,5,17,     0.8,     0.8,     0.8,     0.8,    29.3,    31.1,    27.0,     8.3,    50.0
East Coast Parkway,2024,5,18,     4.8,     4.2,     4.2,     4.8,    29.4,    31.6,    25.9,     9.2,    40.0
East Coast Parkway,2024,5,19,     2.0,     1.8,     1.8,     2.0,    29.4,    30.7,    27.7,    14.7,    38.2
East Coast Parkway,2024,5,20,     4.8,     2.0,     2.8,     4.0,    28.5,    29.4,    26.7,    12.7,    42.4
East Coast Parkway,2024,5,21,     4.2,     2.8,     3.6,     4.0,    28.9,    30.1,    26.3,    12.9,    41.9
East Coast Parkway,2024,5,22,     1.4,     0.6,     0.6,     0.8,    28.7,    29.8,    26.9,     8.1,    25.2
East Coast Parkway,2024,5,23,     2.4,     2.4,     2.4,     2.4,-,-,-,-,-
East Coast Parkway,2024,5,24,     2.2,     1.0,     1.6,     2.0,    28.3,    29.9,    25.6,     5.8,    31.7
East Coast Parkway,2024,5,25,    11.0,     5.8,     5.8,     5.8,    28.6,    30.8,    26.4,     7.8,    30.2
East Coast Parkway,2024,5,26,     0.0,     0.0,     0.0,     0.0,    29.7,    31.1,    28.0,    10.7,    27.0
East Coast Parkway,2024,5,27,     0.0,     0.0,     0.0,     0.0,    30.1,    31.3,    28.7,    12.0,    37.4
East Coast Parkway,2024,5,28,     0.2,     0.2,     0.2,     0.2,    29.8,    31.9,    26.5,    10.4,    62.2
East Coast Parkway,2024,5,29,     0.0,     0.0,     0.0,     0.0,    30.1,    32.5,    28.2,    10.3,    44.3
East Coast Parkway,2024,5,30,     4.6,     4.4,     4.4,     4.6,    29.7,    30.8,    26.2,    13.2,    62.6
East Coast Parkway,2024,5,31,     1.2,     1.2,     1.2,     1.2,    29.5,    32.0,    27.1,     9.1,    32.8
