Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2021,8,1,    30.6,    20.2,    26.0,    30.0,    28.0,    31.1,    22.9,-,    52.6
Jurong Island,2021,8,2,     0.0,     0.0,     0.0,     0.0,    28.9,    32.3,    27.5,     9.6,    30.9
Jurong Island,2021,8,3,     6.0,     5.6,     6.0,     6.0,    28.9,    32.4,    23.6,    10.6,    39.6
Jurong Island,2021,8,4,     5.8,     4.6,     5.6,     5.6,    27.5,    29.0,    24.0,    10.0,    40.0
Jurong Island,2021,8,5,     0.0,     0.0,     0.0,     0.0,    29.0,    31.7,    27.1,    11.0,    35.2
Jurong Island,2021,8,6,     0.0,     0.0,     0.0,     0.0,    29.6,    31.9,    28.1,    11.8,    44.3
Jurong Island,2021,8,7,     0.0,     0.0,     0.0,     0.0,    29.4,    31.8,    28.4,    12.5,    36.7
Jurong Island,2021,8,8,    25.0,    12.4,    20.2,    25.0,    27.8,    31.6,    23.6,     9.6,    41.9
Jurong Island,2021,8,9,     0.0,     0.0,     0.0,     0.0,    28.8,    32.8,    25.4,     8.4,    28.2
Jurong Island,2021,8,10,     0.0,     0.0,     0.0,     0.0,    29.0,    31.3,    27.5,    10.5,    41.1
Jurong Island,2021,8,11,     0.0,     0.0,     0.0,     0.0,    28.6,    30.8,    26.8,     8.9,    40.4
Jurong Island,2021,8,12,     1.2,     1.2,     1.2,     1.2,    28.8,    30.4,    26.5,    10.9,    37.8
Jurong Island,2021,8,13,     0.0,     0.0,     0.0,     0.0,    28.1,    30.7,    26.1,     9.8,    52.6
Jurong Island,2021,8,14,     2.0,     0.8,     1.4,     1.6,    28.0,    31.4,    25.7,     9.5,    32.8
Jurong Island,2021,8,15,    25.4,    19.4,    22.6,    24.4,    27.9,    31.2,    24.1,     9.1,    45.7
Jurong Island,2021,8,16,     1.4,     1.4,     2.0,     7.6,    27.7,    30.6,    24.6,     7.8,    33.5
Jurong Island,2021,8,17,    28.6,    18.6,    23.2,    24.0,    26.5,    28.1,    24.2,     8.1,    32.0
Jurong Island,2021,8,18,     0.2,     0.2,     0.4,     0.4,    26.6,    28.0,    25.2,     7.6,    24.8
Jurong Island,2021,8,19,    43.0,    15.8,    23.8,    28.0,    26.9,    30.1,    22.5,    10.1,    36.7
Jurong Island,2021,8,20,     6.6,     1.8,     2.6,     3.8,    26.7,    28.3,    24.2,     8.0,    36.7
Jurong Island,2021,8,21,     0.0,     0.0,     0.0,     0.0,    27.8,    29.3,    26.5,     8.0,    30.6
Jurong Island,2021,8,22,     2.2,     1.0,     1.2,     1.2,    27.1,    31.3,    24.8,     9.1,    39.6
Jurong Island,2021,8,23,     0.0,     0.0,     0.0,     0.0,    27.4,    30.8,    25.0,     8.0,    33.2
Jurong Island,2021,8,24,     8.0,     1.8,     3.0,     4.4,    26.6,    27.9,    24.8,     7.7,    29.1
Jurong Island,2021,8,25,     0.6,     0.4,     0.4,     0.4,    26.5,    27.9,    24.5,     8.8,    37.8
Jurong Island,2021,8,26,     0.0,     0.0,     0.0,     0.0,    27.6,    31.2,    26.4,     9.5,    42.4
Jurong Island,2021,8,27,     0.0,     0.0,     0.0,     0.0,    28.3,    30.8,    26.7,    11.5,    44.6
Jurong Island,2021,8,28,     0.0,     0.0,     0.0,     0.0,    28.8,    31.5,    27.2,    10.6,    35.9
Jurong Island,2021,8,29,     1.6,     0.8,     1.0,     1.2,    27.6,    30.9,    26.1,     9.2,    29.4
Jurong Island,2021,8,30,    19.6,     5.4,     8.6,    12.0,    26.5,    28.0,    23.7,     8.1,    36.7
Jurong Island,2021,8,31,     6.6,     1.8,     2.8,     5.0,    27.8,    31.5,    25.6,     7.7,    31.3
