Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2025,3,1,     4.8,     4.0,     4.0,     4.2,    27.8,    30.5,    25.7,     4.3,    18.3
Tuas South,2025,3,2,    15.2,    13.8,    14.8,    15.2,    27.0,    31.5,    24.8,     4.6,    25.9
Tuas South,2025,3,3,     0.0,     0.0,     0.0,     0.0,    27.8,    30.9,    25.0,     5.4,    20.2
Tuas South,2025,3,4,     0.2,     0.2,     0.2,     0.2,    28.2,    33.7,    25.8,     4.6,    24.8
Tuas South,2025,3,5,     6.2,     3.2,     5.0,     5.8,    27.3,    30.4,    25.7,     4.1,    15.2
Tuas South,2025,3,6,    14.2,     5.0,     7.6,    10.8,    26.6,    27.5,    24.3,     8.2,    31.3
Tuas South,2025,3,7,     0.0,     0.0,     0.0,     0.0,    28.5,    31.6,    26.0,     4.8,    18.3
Tuas South,2025,3,8,     0.0,     0.0,     0.0,     0.0,    28.3,    33.1,    26.7,     5.0,    19.4
Tuas South,2025,3,9,     7.8,     4.0,     4.2,     4.6,    26.3,    28.0,    23.3,     3.8,    22.4
Tuas South,2025,3,10,     6.4,     3.8,     3.8,     5.2,    27.3,    32.2,    25.5,     4.2,    27.0
Tuas South,2025,3,11,     0.0,     0.0,     0.0,     0.0,    28.5,    33.1,    26.1,     5.3,    24.1
Tuas South,2025,3,12,     0.0,     0.0,     0.0,     0.0,    28.3,    31.8,    26.8,     4.9,    22.6
Tuas South,2025,3,13,     1.2,     1.2,     1.2,     1.2,    28.5,    32.3,    26.4,     3.4,    22.6
Tuas South,2025,3,14,    50.0,    24.4,    34.4,    40.6,    27.0,    31.5,    23.8,     4.4,    33.2
Tuas South,2025,3,15,     6.2,     3.2,     3.6,     4.6,    27.1,    31.7,    25.2,     3.7,    28.5
Tuas South,2025,3,16,     0.2,     0.2,     0.2,     0.2,    27.8,    32.9,    25.8,     3.7,    24.8
Tuas South,2025,3,17,    10.2,     9.4,    10.2,    10.2,    27.2,    30.4,    23.8,     6.3,    25.9
Tuas South,2025,3,18,     0.0,     0.0,     0.0,     0.0,    28.9,    33.5,    26.0,     6.6,    23.0
Tuas South,2025,3,19,    83.2,    12.4,    21.6,    27.4,    25.3,    27.7,    22.9,     6.3,    23.3
Tuas South,2025,3,20,   153.4,    10.0,    17.6,    32.2,    23.5,    25.7,    21.9,     6.6,    31.7
Tuas South,2025,3,21,     2.8,     1.4,     1.4,     1.6,    26.4,    30.2,    24.1,     4.6,    29.8
Tuas South,2025,3,22,     1.0,     0.4,     0.4,     0.4,    27.9,    33.0,    25.3,     3.9,    24.8
Tuas South,2025,3,23,    56.8,    19.8,    27.8,    39.4,    26.0,    31.8,    23.2,     4.8,    28.5
Tuas South,2025,3,24,     2.6,     0.6,     1.4,     7.8,    27.1,    31.0,    24.1,     3.1,    16.5
Tuas South,2025,3,25,     0.0,     0.0,     0.0,     0.0,    27.9,    30.8,    25.9,     4.4,    21.3
Tuas South,2025,3,26,     0.0,     0.0,     0.0,     0.0,    28.6,    33.7,    25.9,     4.7,    20.6
Tuas South,2025,3,27,     0.0,     0.0,     0.0,     0.0,    28.7,    31.7,    26.6,     4.2,    18.3
Tuas South,2025,3,28,     2.8,     2.4,     2.8,     2.8,    28.6,    31.7,    24.8,     6.2,    33.9
Tuas South,2025,3,29,     0.0,     0.0,     0.0,     0.0,    28.6,    31.5,    27.2,     5.1,    23.7
Tuas South,2025,3,30,     0.2,     0.2,     0.2,     0.2,    28.1,    32.7,    26.3,     3.8,    25.2
Tuas South,2025,3,31,     4.6,     4.0,     4.4,     4.6,    27.1,    29.4,    23.9,     5.7,    36.7
