Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2025,1,1,     1.2,     0.8,     1.2,     1.2,    27.6,    30.6,    25.4,     4.1,    23.0
Tuas South,2025,1,2,     0.2,     0.2,     0.2,     0.2,    27.9,    32.3,    26.2,     4.7,    29.4
Tuas South,2025,1,3,     6.6,     6.4,     6.6,     6.6,    28.1,    32.0,    25.2,     5.0,    25.2
Tuas South,2025,1,4,     0.0,     0.0,     0.0,     0.0,    28.5,    32.6,    26.4,     5.5,    22.4
Tuas South,2025,1,5,     1.6,     1.4,     1.4,     1.6,    28.1,    33.0,    26.1,     5.9,    24.4
Tuas South,2025,1,6,     0.0,     0.0,     0.0,     0.0,    28.5,    32.3,    26.4,     5.4,    20.2
Tuas South,2025,1,7,     0.4,     0.4,     0.4,     0.4,    27.9,    31.5,    26.0,     5.4,    23.7
Tuas South,2025,1,8,     0.0,     0.0,     0.0,     0.0,    28.5,    33.3,    26.3,     6.5,    22.6
Tuas South,2025,1,9,     0.0,     0.0,     0.0,     0.0,    28.6,    33.1,    25.8,     7.3,    24.8
Tuas South,2025,1,10,    86.0,    11.8,    16.8,    24.0,    24.5,    27.4,    22.4,     6.6,    25.6
Tuas South,2025,1,11,    90.0,    13.0,    20.0,    27.2,    23.6,    25.4,    22.1,-,    26.7
Tuas South,2025,1,12,    52.8,    13.6,    22.8,    30.0,    25.7,    29.3,    23.3,     5.9,    25.2
Tuas South,2025,1,13,    49.6,    12.8,    20.4,    32.0,    25.0,    26.9,    23.2,     5.2,    25.9
Tuas South,2025,1,14,    19.6,     5.8,    10.6,    11.8,    25.4,    27.6,    24.0,     4.7,    19.1
Tuas South,2025,1,15,     0.4,     0.4,     0.4,     1.8,    26.1,    27.4,    24.8,     5.0,    16.5
Tuas South,2025,1,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas South,2025,1,17,-,-,-,-,    26.8,    30.8,    24.9,     6.5,    28.2
Tuas South,2025,1,18,     5.4,     1.6,     1.8,     2.0,    26.2,    29.0,    24.5,     5.9,    24.4
Tuas South,2025,1,19,     6.8,     1.8,     2.4,     2.6,    25.5,    26.6,    24.5,     5.7,    22.4
Tuas South,2025,1,20,     0.0,     0.0,     0.0,     0.0,    26.9,    29.8,    24.9,     6.3,    19.8
Tuas South,2025,1,21,     0.2,     0.2,     0.2,     0.2,    26.3,    28.3,    25.4,     6.4,    22.6
Tuas South,2025,1,22,     0.0,     0.0,     0.0,     0.0,    26.4,    28.3,    25.1,     3.7,    15.2
Tuas South,2025,1,23,     0.2,     0.2,     0.2,     0.2,    26.5,    28.5,    24.9,     4.2,    17.2
Tuas South,2025,1,24,     0.2,     0.2,     0.2,     0.2,    26.2,    27.5,    25.5,     4.1,    14.8
Tuas South,2025,1,25,     4.0,     2.2,     2.4,     2.4,    26.5,    29.1,    25.2,     4.5,    18.0
Tuas South,2025,1,26,    27.0,    22.2,    25.4,    26.2,    26.7,    30.9,    23.8,     4.4,    28.9
Tuas South,2025,1,27,     2.4,     0.6,     1.0,     1.4,    26.0,    30.4,    24.1,     4.1,    20.9
Tuas South,2025,1,28,     1.4,     1.2,     1.2,     1.4,    26.4,    30.3,    24.1,     5.9,    25.2
Tuas South,2025,1,29,     0.0,     0.0,     0.0,     0.0,    26.4,    29.1,    24.9,     6.5,    31.3
Tuas South,2025,1,30,     0.0,     0.0,     0.0,     0.0,    27.1,    31.1,    24.7,     6.9,    22.0
Tuas South,2025,1,31,     0.0,     0.0,     0.0,     0.0,    27.1,    31.4,    24.3,     6.3,    22.4
