Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2025,2,1,     0.0,     0.0,     0.0,     0.0,    27.3,    31.8,    25.3,     6.1,    21.3
Tuas South,2025,2,2,     0.0,     0.0,     0.0,     0.0,    27.5,    31.2,    25.2,     6.2,    18.3
Tuas South,2025,2,3,     0.0,     0.0,     0.0,     0.0,    27.9,    32.5,    25.5,     6.6,    24.4
Tuas South,2025,2,4,     5.0,     4.8,     4.8,     4.8,    27.5,    32.8,    24.6,     5.2,    24.1
Tuas South,2025,2,5,     4.6,     1.6,     2.2,     2.8,    25.4,    27.3,    23.8,     7.0,    34.3
Tuas South,2025,2,6,     0.0,     0.0,     0.0,     0.0,    27.6,    32.4,    24.8,     5.7,    24.8
Tuas South,2025,2,7,     1.4,     1.4,     1.4,     1.4,    27.3,    32.2,    24.7,     5.1,    30.2
Tuas South,2025,2,8,     0.0,     0.0,     0.0,     0.0,    27.6,    32.3,    24.8,     6.1,    23.3
Tuas South,2025,2,9,     1.6,     1.6,     1.6,     1.6,    27.4,    32.6,    25.4,     6.7,    28.9
Tuas South,2025,2,10,     8.0,     5.0,     7.4,     8.0,    27.1,    33.0,    24.9,     5.5,    19.8
Tuas South,2025,2,11,     0.0,     0.0,     0.0,     0.0,    27.5,    32.1,    25.1,     5.1,    19.4
Tuas South,2025,2,12,     0.0,     0.0,     0.0,     0.0,    28.0,    31.8,    25.1,     4.0,    21.7
Tuas South,2025,2,13,     0.0,     0.0,     0.0,     0.0,    28.1,    32.6,    25.6,     4.2,    18.7
Tuas South,2025,2,14,     0.0,     0.0,     0.0,     0.0,    28.2,    32.6,    25.8,     4.6,    26.7
Tuas South,2025,2,15,     3.8,     3.0,     3.4,     3.8,    27.2,    32.1,    25.8,     4.0,    28.5
Tuas South,2025,2,16,     5.0,     4.8,     4.8,     4.8,    27.4,    32.0,    24.0,     5.0,    29.4
Tuas South,2025,2,17,     0.6,     0.6,     0.6,     0.6,    27.5,    30.9,    25.1,     5.3,    26.3
Tuas South,2025,2,18,     0.0,     0.0,     0.0,     0.0,    27.4,    30.0,    25.7,     5.3,    20.2
Tuas South,2025,2,19,     0.0,     0.0,     0.0,     0.0,    28.0,    31.6,    25.6,     3.9,    23.7
Tuas South,2025,2,20,     0.0,     0.0,     0.0,     0.0,    28.0,    32.7,    25.8,     4.6,    26.3
Tuas South,2025,2,21,    19.4,    16.0,    16.8,    18.4,    27.4,    32.8,    24.9,     4.5,    22.4
Tuas South,2025,2,22,     7.0,     7.0,     7.0,     7.0,    27.3,    32.6,    25.1,     3.9,    26.3
Tuas South,2025,2,23,    49.6,    42.2,    49.2,    49.6,    26.7,    30.8,    22.1,     4.0,    24.8
Tuas South,2025,2,24,     0.0,     0.0,     0.0,     0.0,    28.1,    32.2,    25.6,     4.2,    22.0
Tuas South,2025,2,25,    59.8,    27.0,    37.4,    47.6,    26.4,    30.3,    24.2,     4.7,    27.4
Tuas South,2025,2,26,     4.0,     4.0,     4.0,     4.0,    28.0,    31.2,    25.2,     5.2,    23.3
Tuas South,2025,2,27,     0.0,     0.0,     0.0,     0.0,    28.8,    32.8,    26.2,     6.2,    23.7
Tuas South,2025,2,28,     0.0,     0.0,     0.0,     0.0,    28.2,    31.9,    26.1,     4.6,    22.0
