Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2024,2,1,     5.0,     5.0,     5.0,     5.0,    28.3,    33.3,    25.4,     4.3,    25.9
Tuas South,2024,2,2,    49.8,    33.6,    38.8,    46.2,    27.2,    32.2,    24.5,     4.2,    30.9
Tuas South,2024,2,3,     8.4,     7.0,     7.2,     8.0,    27.6,    33.1,    25.2,     4.7,    22.6
Tuas South,2024,2,4,     0.0,     0.0,     0.0,     0.0,    28.4,    32.2,    25.9,     5.8,    20.6
Tuas South,2024,2,5,     0.0,     0.0,     0.0,     0.0,    28.7,    33.7,    25.9,     5.5,    21.7
Tuas South,2024,2,6,     0.0,     0.0,     0.0,     0.0,    28.7,    33.1,    26.2,     5.3,    19.1
Tuas South,2024,2,7,    30.8,    25.4,    28.8,    30.4,    27.6,    33.5,    23.9,     4.4,    32.4
Tuas South,2024,2,8,     0.0,     0.0,     0.0,     0.0,    28.6,    32.4,    26.1,     4.1,    19.8
Tuas South,2024,2,9,     8.0,     6.6,     7.6,     8.0,    27.8,    31.1,    26.2,     4.0,    20.6
Tuas South,2024,2,10,     5.0,     3.8,     4.8,     5.0,    28.1,    34.0,    24.2,     6.1,    22.0
Tuas South,2024,2,11,     0.2,     0.2,     2.0,     5.0,    28.4,    33.4,    25.1,     5.6,    23.3
Tuas South,2024,2,12,     3.8,     3.8,     3.8,     3.8,    27.2,    30.8,    25.8,     6.0,    25.6
Tuas South,2024,2,13,     6.0,     3.8,     3.8,     4.8,    27.1,    30.1,    25.2,     5.0,    23.3
Tuas South,2024,2,14,    16.4,     7.2,     7.6,     8.0,    27.1,    30.7,    25.4,     3.4,    24.1
Tuas South,2024,2,15,     1.2,     0.6,     0.6,     0.6,    27.5,    29.9,    26.2,     4.7,    22.4
Tuas South,2024,2,16,     0.0,     0.0,     0.0,     0.0,    28.4,    31.9,    26.6,     5.1,    26.3
Tuas South,2024,2,17,     0.0,     0.0,     0.0,     0.0,    28.2,    32.8,    25.6,     4.5,    27.0
Tuas South,2024,2,18,     0.4,     0.2,     0.2,     0.2,    28.2,    32.6,    26.0,     3.8,    21.7
Tuas South,2024,2,19,     1.6,     1.0,     1.2,     1.4,    28.3,    31.7,    26.2,     3.9,    19.4
Tuas South,2024,2,20,     0.0,     0.0,     0.0,     0.0,    28.8,    32.7,    26.3,     4.4,    23.0
Tuas South,2024,2,21,     7.6,     7.6,     7.6,     7.6,    28.4,    33.0,    25.1,     4.4,    20.9
Tuas South,2024,2,22,     3.8,     3.8,     3.8,     3.8,    28.5,    31.9,    26.2,     4.2,    22.0
Tuas South,2024,2,23,     0.6,     0.4,     0.4,     0.4,    28.4,    32.8,    26.5,     3.8,    18.7
Tuas South,2024,2,24,     0.4,     0.4,     0.4,     0.4,    28.4,    31.4,    26.5,     3.7,    19.1
Tuas South,2024,2,25,     0.0,     0.0,     0.0,     0.0,    29.4,    34.6,    26.1,     4.9,    20.9
Tuas South,2024,2,26,     0.0,     0.0,     0.0,     0.0,    29.6,    33.4,    26.8,     5.0,    21.3
Tuas South,2024,2,27,     0.0,     0.0,     0.0,     0.0,    28.3,    30.7,    27.1,     4.1,    25.9
Tuas South,2024,2,28,     0.0,     0.0,     0.0,     0.0,    29.3,    33.9,    26.6,     4.7,    23.0
Tuas South,2024,2,29,     0.0,     0.0,     0.0,     0.0,    29.1,    34.7,    26.1,     5.8,    22.0
