Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2024,11,1,     5.8,     5.6,     5.6,     5.6,    29.0,    31.7,    24.6,     8.5,    46.5
Tuas South,2024,11,2,    16.8,    14.0,    15.2,    16.2,    28.1,    30.0,    24.7,     6.5,    39.3
Tuas South,2024,11,3,     0.2,     0.2,     0.2,     0.2,    29.0,    31.7,    27.3,     6.1,    23.3
Tuas South,2024,11,4,     0.8,     0.6,     0.6,     0.6,    27.7,    29.4,    25.6,     4.6,    30.9
Tuas South,2024,11,5,     0.0,     0.0,     0.0,     0.0,    28.7,    31.5,    26.6,     4.7,    25.2
Tuas South,2024,11,6,     7.2,     4.8,     5.4,     7.2,    27.9,    30.2,    24.5,     6.3,    32.4
Tuas South,2024,11,7,     0.0,     0.0,     0.0,     0.0,    28.1,    30.0,    26.7,     5.8,    29.1
Tuas South,2024,11,8,    21.2,     7.6,    12.6,    16.0,    27.9,    31.0,    23.8,     5.7,    38.5
Tuas South,2024,11,9,     0.0,     0.0,     0.0,     0.0,    28.6,    31.3,    26.9,     5.4,    26.7
Tuas South,2024,11,10,    21.0,    17.4,    19.2,    19.2,    27.9,    30.7,    23.8,     8.3,    48.5
Tuas South,2024,11,11,     0.0,     0.0,     0.0,     0.4,    28.3,    31.1,    26.5,     3.9,    19.8
Tuas South,2024,11,12,     2.4,     1.2,     1.8,     1.8,    28.4,    31.3,    26.5,     7.4,    27.4
Tuas South,2024,11,13,     2.0,     1.8,     2.0,     2.0,    27.6,    31.3,    26.2,     4.8,    28.9
Tuas South,2024,11,14,    15.2,    13.4,    15.2,    15.2,    27.3,    30.8,    23.8,     4.7,    25.6
Tuas South,2024,11,15,     0.2,     0.2,     0.2,     0.2,    28.2,    31.9,    26.4,     5.0,    23.7
Tuas South,2024,11,16,     9.6,     5.4,     7.0,     9.2,    27.2,    31.4,    24.3,     4.9,    31.7
Tuas South,2024,11,17,    15.8,    12.2,    14.6,    15.8,    26.9,    30.4,    24.0,     6.9,    35.2
Tuas South,2024,11,18,     5.2,     3.4,     3.6,     4.8,    26.9,    30.1,    25.1,     4.2,    26.3
Tuas South,2024,11,19,    17.8,    14.8,    15.0,    15.0,    26.6,    29.8,    24.2,     3.6,    18.7
Tuas South,2024,11,20,     0.0,     0.0,     0.0,     0.0,    26.9,    29.7,    24.9,     5.1,    18.7
Tuas South,2024,11,21,     6.2,     4.0,     4.2,     4.2,    27.0,    31.3,    25.1,     4.6,    23.3
Tuas South,2024,11,22,     8.4,     1.4,     2.4,     4.2,    26.9,    30.7,    25.1,     5.5,    32.0
Tuas South,2024,11,23,     1.4,     0.8,     0.8,     1.2,    27.2,    31.6,    24.8,     4.7,    22.0
Tuas South,2024,11,24,   106.6,    35.8,    54.2,   101.0,    26.9,    31.5,    23.5,     4.9,    30.6
Tuas South,2024,11,25,     5.4,     4.4,     5.2,     5.2,    27.4,    30.2,    25.7,     2.9,    13.0
Tuas South,2024,11,26,     5.8,     1.4,     2.2,     3.6,    26.3,    30.8,    23.8,     3.9,    16.5
Tuas South,2024,11,27,     3.2,     1.2,     2.0,     2.6,    26.6,    29.5,    25.4,     6.5,    35.2
Tuas South,2024,11,28,     9.0,     2.8,     3.4,     4.2,    25.9,    27.6,    24.4,     2.9,    19.4
Tuas South,2024,11,29,    24.0,     4.8,     6.4,    10.6,    25.8,    26.8,    24.0,     6.3,    36.3
Tuas South,2024,11,30,     0.0,     0.0,     0.0,     0.0,    28.1,    31.7,    25.0,     6.0,    22.4
