Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2024,9,1,     0.0,     0.0,     0.0,     0.0,    30.0,    33.3,    27.5,     6.7,    38.2
Tuas South,2024,9,2,     0.0,     0.0,     0.0,     0.0,    30.2,    32.9,    28.6,     5.8,    33.2
Tuas South,2024,9,3,-,-,-,-,    29.5,    31.4,    26.6,     5.7,    45.0
Tuas South,2024,9,4,    12.4,-,-,-,    27.7,    29.7,    25.2,     7.0,    44.6
Tuas South,2024,9,5,     0.0,     0.0,     0.0,     0.0,    29.2,    32.0,    26.9,     6.3,    30.6
Tuas South,2024,9,6,     0.0,     0.0,     0.0,     0.0,    29.8,    32.1,    28.2,     5.8,    31.7
Tuas South,2024,9,7,     0.0,     0.0,     0.0,     0.0,    30.2,    32.8,    28.7,     6.1,    35.0
Tuas South,2024,9,8,     8.4,     8.2,     8.4,     8.4,    28.8,    31.7,    24.8,     5.1,    28.5
Tuas South,2024,9,9,     0.0,     0.0,     0.0,     0.0,    28.4,    30.8,    26.3,     5.6,    26.3
Tuas South,2024,9,10,     8.8,     2.2,     3.0,     5.0,    28.2,    30.4,    24.1,     6.5,    32.4
Tuas South,2024,9,11,     0.0,     0.0,     0.0,     0.0,    29.5,    32.6,    27.7,     5.9,    30.6
Tuas South,2024,9,12,     0.0,     0.0,     0.0,     0.0,    29.2,    31.7,    27.5,     8.4,    29.4
Tuas South,2024,9,13,     0.0,     0.0,     0.0,     0.0,    29.6,    32.1,    28.2,     7.6,    25.6
Tuas South,2024,9,14,     8.6,     7.0,     7.2,     7.2,    28.5,    31.5,    25.2,     8.8,    64.1
Tuas South,2024,9,15,     0.0,     0.0,     0.0,     0.0,    28.3,    31.2,    26.5,     4.6,    30.2
Tuas South,2024,9,16,     0.0,     0.0,     0.0,     0.0,    29.5,    32.7,    27.6,     7.0,    32.4
Tuas South,2024,9,17,     4.0,     3.8,     4.0,     4.0,    29.5,    32.2,    25.0,    11.6,    62.2
Tuas South,2024,9,18,     0.0,     0.0,     0.0,     0.0,    29.6,    32.8,    26.5,    10.0,    39.3
Tuas South,2024,9,19,     0.0,     0.0,     0.0,     0.0,    29.7,    31.7,    27.8,     5.9,    23.7
Tuas South,2024,9,20,    18.8,     9.2,    16.8,    18.8,    29.6,    32.2,    24.3,     7.7,    62.2
Tuas South,2024,9,21,     6.8,     3.4,    11.2,    21.0,    28.4,    31.0,    24.1,     5.1,    24.1
Tuas South,2024,9,22,     0.0,     0.0,     0.0,     0.0,    30.4,    33.6,    27.5,     7.3,    37.0
Tuas South,2024,9,23,     1.4,     1.4,     1.4,     1.4,    29.5,    33.7,    26.4,     3.5,    32.4
Tuas South,2024,9,24,    35.2,    22.2,    33.2,    35.2,    27.2,    30.6,    24.1,     4.9,    27.4
Tuas South,2024,9,25,    36.0,    13.6,    16.8,    20.0,    26.4,    29.3,    24.0,     3.6,    28.5
Tuas South,2024,9,26,    11.2,     6.8,     8.6,    10.0,    26.5,    28.8,    23.9,     9.5,    47.2
Tuas South,2024,9,27,     0.0,     0.0,     0.0,     0.0,    28.8,    32.5,    25.8,     5.4,    28.9
Tuas South,2024,9,28,     0.0,     0.0,     0.0,     0.0,    29.1,    33.9,    27.2,     4.2,    32.8
Tuas South,2024,9,29,     0.2,     0.2,     0.2,     0.2,    29.1,    32.3,    27.3,     4.8,    34.3
Tuas South,2024,9,30,    73.6,    26.6,    35.2,    36.8,    27.4,    29.8,    23.4,     4.7,    30.2
