Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2024,5,1,     5.8,     5.2,     5.4,     5.8,    30.1,    32.2,    26.8,     5.2,    41.5
Tuas South,2024,5,2,     0.0,     0.0,     0.4,     0.6,    29.6,    32.6,    27.9,     4.4,    22.0
Tuas South,2024,5,3,     4.2,     3.0,     4.0,     4.2,    29.6,    33.2,    26.5,     4.1,    22.6
Tuas South,2024,5,4,    40.2,     9.4,    13.8,    18.2,    27.0,    30.3,    24.1,     7.5,    57.6
Tuas South,2024,5,5,     0.0,     0.0,     0.0,     0.0,    29.8,    32.4,    27.6,     6.0,    17.6
Tuas South,2024,5,6,     0.0,     0.0,     0.0,     0.0,    30.5,    33.0,    28.8,     3.6,    23.0
Tuas South,2024,5,7,     1.0,     1.0,     1.0,     1.0,    28.9,    30.7,    26.9,     3.3,    19.4
Tuas South,2024,5,8,    64.8,    23.0,    39.4,    51.2,    27.8,    30.3,    24.6,     5.9,    78.5
Tuas South,2024,5,9,     0.2,     0.2,     0.2,     0.6,    29.9,    33.2,    27.0,     4.1,    23.0
Tuas South,2024,5,10,     1.4,     1.4,     1.4,     1.4,    29.8,    32.0,    27.1,     3.3,    23.7
Tuas South,2024,5,11,     0.0,     0.0,     0.0,     0.0,    30.1,    33.2,    27.8,     4.0,    23.0
Tuas South,2024,5,12,     3.2,     3.2,     3.2,     3.2,    29.3,    31.5,    26.5,     3.9,    19.1
Tuas South,2024,5,13,     0.0,     0.0,     0.0,     0.0,    29.2,    31.8,    26.7,     4.3,    24.4
Tuas South,2024,5,14,    31.4,    20.8,    31.0,    31.4,    28.4,    33.4,    23.5,     6.4,    25.2
Tuas South,2024,5,15,    17.2,    14.4,    16.8,    17.0,    29.3,    32.0,    26.3,     4.7,    20.2
Tuas South,2024,5,16,    79.4,    26.6,    33.8,    52.8,    27.4,    30.7,    24.8,     4.6,    86.7
Tuas South,2024,5,17,     0.0,     0.0,     0.0,     0.0,    29.3,    33.0,    26.1,     5.0,    21.7
Tuas South,2024,5,18,    17.0,    14.0,    16.0,    16.5,    28.9,    32.6,    24.8,     3.9,    22.4
Tuas South,2024,5,19,     0.0,     0.0,     0.0,     0.0,    29.6,    32.4,    27.9,     4.6,    28.5
Tuas South,2024,5,20,     0.0,     0.0,     0.0,     0.0,    28.8,    30.5,    27.3,     3.5,    19.8
Tuas South,2024,5,21,     0.0,     0.0,     0.0,     0.0,    29.6,    31.5,    28.2,     4.3,    26.7
Tuas South,2024,5,22,     2.0,     2.0,     2.0,     2.0,    28.9,    30.2,    26.2,     4.0,    33.2
Tuas South,2024,5,23,     2.0,     0.5,     1.0,     2.0,    29.4,    33.8,    27.1,     5.0,    25.2
Tuas South,2024,5,24,-,-,-,-,    28.8,    31.2,    26.8,     4.5,    23.0
Tuas South,2024,5,25,    10.0,-,-,-,    28.4,    31.3,    25.4,     4.2,    16.9
Tuas South,2024,5,26,     0.0,     0.0,     0.0,     0.0,    29.6,    32.3,    27.1,     4.5,    20.6
Tuas South,2024,5,27,     0.0,     0.0,     0.0,     0.0,    30.5,    32.9,    29.2,     4.6,    20.6
Tuas South,2024,5,28,     0.0,     0.0,     0.0,     0.0,    30.1,    32.6,    28.5,     4.3,    26.3
Tuas South,2024,5,29,     0.0,     0.0,     0.0,     0.0,    30.6,    33.7,    28.1,     4.4,    23.0
Tuas South,2024,5,30,     0.0,     0.0,     0.0,     0.0,    29.9,    32.1,    28.7,     5.7,    34.3
Tuas South,2024,5,31,     0.0,     0.0,     0.0,     0.0,    30.3,    32.8,    28.6,     4.1,    23.3
