Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2024,8,1,     0.0,     0.0,     0.0,     0.0,    29.0,    32.3,    26.2,     5.1,    30.2
Tuas South,2024,8,2,     0.0,     0.0,     0.0,     0.0,    29.6,    32.4,    27.8,     4.8,    26.7
Tuas South,2024,8,3,     0.0,     0.0,     0.0,     0.0,    30.0,    33.0,    28.3,     5.9,    31.7
Tuas South,2024,8,4,    51.4,    34.4,    34.4,    34.4,    27.2,    29.6,    23.7,     5.7,    48.5
Tuas South,2024,8,5,     0.0,     0.0,     0.0,     0.0,    28.6,    31.7,    26.0,     5.3,    23.0
Tuas South,2024,8,6,     0.0,     0.0,     0.0,     0.0,    29.7,    32.3,    26.9,     6.2,    31.3
Tuas South,2024,8,7,     0.0,     0.0,     0.0,     0.0,    29.5,    31.6,    28.1,     5.3,    20.9
Tuas South,2024,8,8,     0.6,     0.6,     0.6,     0.6,    29.9,    32.7,    27.6,     6.3,    35.6
Tuas South,2024,8,9,    16.6,     6.6,     6.8,     7.6,    28.0,    29.9,    25.7,     5.1,    29.1
Tuas South,2024,8,10,     9.0,     8.2,     8.8,     9.0,    27.3,    29.4,    24.9,     5.4,    34.3
Tuas South,2024,8,11,     0.8,     0.2,     0.4,     0.4,    28.9,    31.1,    27.0,     5.6,    23.3
Tuas South,2024,8,12,     0.0,     0.0,     0.0,     0.0,    29.3,    31.6,    27.7,     6.0,    29.4
Tuas South,2024,8,13,     1.0,     0.8,     0.8,     0.8,    29.6,    31.9,    27.8,     5.8,    33.5
Tuas South,2024,8,14,    70.8,    26.8,    38.6,    42.0,    27.2,    30.0,    24.0,     4.5,    26.7
Tuas South,2024,8,15,     0.0,     0.0,     0.0,     0.0,    28.8,    32.0,    26.2,     4.8,    31.3
Tuas South,2024,8,16,     2.0,     2.0,     2.0,     2.0,    28.8,    31.0,    26.3,     4.8,    39.3
Tuas South,2024,8,17,     0.0,     0.0,     0.0,     0.0,    29.4,    31.5,    28.3,     4.4,    32.0
Tuas South,2024,8,18,     0.0,     0.0,     0.0,     0.0,    29.5,    32.1,    28.3,     5.4,    33.5
Tuas South,2024,8,19,     0.0,     0.0,     0.0,     0.0,    29.6,    32.7,    28.1,     5.7,    33.2
Tuas South,2024,8,20,    40.8,    23.0,    32.2,    40.8,    27.7,    32.0,    23.0,     4.9,    31.3
Tuas South,2024,8,21,     0.0,     0.0,     0.0,     0.0,    28.1,    31.1,    25.8,     4.9,    29.4
Tuas South,2024,8,22,     1.4,     1.4,     1.4,     1.4,    29.6,    32.5,    27.6,     6.2,    33.9
Tuas South,2024,8,23,     0.8,     2.0,     2.0,     2.0,    28.9,    32.4,    26.7,     4.8,    35.2
Tuas South,2024,8,24,     0.2,     0.2,     0.2,     0.2,    27.2,    29.3,    25.4,     6.7,    32.8
Tuas South,2024,8,25,     0.0,     0.0,     0.0,     0.0,    28.1,    30.1,    25.7,     4.8,    28.2
Tuas South,2024,8,26,     7.4,     7.4,     7.4,     7.4,    28.6,    31.3,    23.7,     5.3,    30.6
Tuas South,2024,8,27,    12.4,     6.4,     9.8,    10.0,    28.4,    30.3,    25.1,     5.8,    24.4
Tuas South,2024,8,28,     4.0,     3.2,     3.6,     3.6,    28.1,    30.5,    24.3,     8.5,    49.6
Tuas South,2024,8,29,     0.0,     0.0,     0.0,     0.0,    28.8,    30.7,    26.2,     5.0,    24.1
Tuas South,2024,8,30,     0.0,     0.0,     0.0,     0.0,    29.5,    32.2,    27.6,     5.2,    35.0
Tuas South,2024,8,31,     0.0,     0.0,     0.0,     0.0,    29.7,    32.9,    27.6,     6.6,    37.4
