Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2025,2,1,     0.0,     0.0,     0.0,     0.0,    26.9,    31.9,    24.9,    11.4,    32.0
Admiralty,2025,2,2,    13.8,    13.6,    13.8,    13.8,    27.4,    33.8,    24.8,    10.5,    29.1
Admiralty,2025,2,3,     0.0,     0.0,     0.0,     0.0,    27.7,    32.7,    24.9,    12.5,    32.4
Admiralty,2025,2,4,     9.8,     5.4,     5.6,     7.4,    26.6,    31.5,    24.7,    12.3,    38.9
Admiralty,2025,2,5,    13.2,     2.6,     5.0,     5.8,    24.6,    26.8,    22.8,    13.4,    33.5
Admiralty,2025,2,6,     0.0,     0.0,     0.0,     0.0,    26.7,    31.2,    24.3,    13.6,    44.3
Admiralty,2025,2,7,     0.0,     0.0,     0.0,     0.0,    27.0,    31.5,    24.1,    13.3,    36.7
Admiralty,2025,2,8,     0.0,     0.0,     0.0,     0.0,    26.9,    31.5,    24.3,    15.0,    47.2
Admiralty,2025,2,9,     0.6,     0.6,     0.6,     0.6,    26.1,    30.2,    24.6,    15.4,    53.3
Admiralty,2025,2,10,     0.0,     0.0,     0.0,     0.0,    26.6,    30.8,    24.1,    15.1,    42.8
Admiralty,2025,2,11,     0.2,     0.2,     0.2,     0.2,    26.9,    31.3,    24.4,    13.8,    35.0
Admiralty,2025,2,12,     0.0,     0.0,     0.0,     0.0,    27.2,    32.9,    24.4,    12.6,    32.8
Admiralty,2025,2,13,     0.0,     0.0,     0.0,     0.0,    27.4,    32.5,    25.0,    12.1,    32.0
Admiralty,2025,2,14,    36.2,    25.4,    35.2,    36.2,    27.0,    32.8,    23.4,    12.3,    56.1
Admiralty,2025,2,15,    44.6,    30.4,    40.0,    40.0,    26.7,    32.5,    24.4,     9.3,    30.2
Admiralty,2025,2,16,     1.4,     1.0,     1.0,     1.0,    27.5,    32.4,    24.8,    10.1,    26.7
Admiralty,2025,2,17,    29.0,    24.4,    24.4,    24.6,    26.9,    33.6,    23.5,     7.3,    46.1
Admiralty,2025,2,18,     0.0,     0.0,     0.0,     0.0,    26.4,    28.8,    25.0,    12.8,    36.7
Admiralty,2025,2,19,     0.0,     0.0,     0.0,     0.0,    27.0,    30.6,    25.0,    12.8,    35.0
Admiralty,2025,2,20,     3.8,     3.0,     3.0,     3.0,    27.6,    31.3,    25.2,    13.2,    37.0
Admiralty,2025,2,21,     0.0,     0.0,     0.0,     0.0,    27.4,    31.2,    25.1,    12.5,    43.9
Admiralty,2025,2,22,     4.6,     3.8,     4.2,     4.4,    27.2,    31.9,    25.3,    11.2,    38.5
Admiralty,2025,2,23,    14.8,    11.6,    13.2,    13.6,    26.5,    31.5,    23.6,     8.2,    33.2
Admiralty,2025,2,24,     0.0,     0.0,     0.0,     0.0,    27.5,    31.8,    25.1,    11.9,    38.9
Admiralty,2025,2,25,     9.0,     4.8,     4.8,     4.8,    26.7,    29.9,    23.1,    13.8,    40.0
Admiralty,2025,2,26,     0.4,     0.2,     0.2,     0.2,    27.1,    29.7,    25.7,    15.7,    43.2
Admiralty,2025,2,27,     0.0,     0.0,     0.0,     0.0,    27.5,    31.1,    25.4,    15.5,    41.1
Admiralty,2025,2,28,     0.0,     0.0,     0.0,     0.0,    27.5,    31.3,    25.8,    13.6,    38.5
