Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2024,3,1,     0.0,     0.0,     0.0,     0.0,    28.4,    32.0,    25.9,     6.5,    27.0
Pulau Ubin,2024,3,2,     7.2,     6.8,     7.0,     7.0,    28.1,    32.4,    25.8,     6.2,    28.2
Pulau Ubin,2024,3,3,    25.2,    13.6,    13.8,    13.8,    27.0,    30.4,    24.6,     5.4,    24.4
Pulau Ubin,2024,3,4,    26.6,    24.6,    25.6,    26.2,    27.9,    32.7,    25.0,     5.1,    26.3
Pulau Ubin,2024,3,5,    32.4,    27.4,    31.0,    32.0,    26.3,    32.6,    24.3,     3.2,    18.3
Pulau Ubin,2024,3,6,     1.8,     1.4,     1.6,     1.8,    27.0,    33.3,    24.6,     2.9,    17.6
Pulau Ubin,2024,3,7,     9.6,     9.4,     9.4,     9.4,    27.7,    32.4,    25.5,     3.1,    21.7
Pulau Ubin,2024,3,8,    24.4,    19.4,    23.8,    24.2,    26.4,    31.9,    23.4,     2.7,    34.3
Pulau Ubin,2024,3,9,     0.0,     0.0,     0.0,     0.0,    27.9,    32.8,    24.7,     4.1,    20.2
Pulau Ubin,2024,3,10,     0.0,     0.0,     0.0,     0.0,    27.9,    32.1,    25.8,     6.2,    30.2
Pulau Ubin,2024,3,11,     0.0,     0.0,     0.0,     0.0,    28.5,    32.7,    25.5,     7.0,    28.5
Pulau Ubin,2024,3,12,     0.0,     0.0,     0.0,     0.0,    28.7,    33.2,    26.5,     7.7,    26.7
Pulau Ubin,2024,3,13,     0.0,     0.0,     0.0,     0.0,    28.5,    33.5,    24.1,     7.4,    25.6
Pulau Ubin,2024,3,14,     0.0,     0.0,     0.0,     0.0,    28.1,    33.1,    24.9,     7.1,    27.0
Pulau Ubin,2024,3,15,     0.0,     0.0,     0.0,     0.0,    27.6,    32.3,    24.4,     5.2,    25.9
Pulau Ubin,2024,3,16,     0.0,     0.0,     0.0,     0.0,    28.0,    32.7,    24.3,     5.2,    27.8
Pulau Ubin,2024,3,17,     0.0,     0.0,     0.0,     0.0,    28.7,    33.1,    24.7,     7.2,    29.8
Pulau Ubin,2024,3,18,     0.0,     0.0,     0.0,     0.0,    28.7,    33.5,    24.8,     6.3,    24.4
Pulau Ubin,2024,3,19,     0.0,     0.0,     0.0,     0.0,    28.6,    33.1,    25.8,     6.7,    29.1
Pulau Ubin,2024,3,20,     0.0,     0.0,     0.0,     0.0,    28.8,    32.1,    26.2,     8.1,    31.7
Pulau Ubin,2024,3,21,     0.0,     0.0,     0.0,     0.0,    28.5,    31.9,    26.0,     6.9,    26.7
Pulau Ubin,2024,3,22,     0.0,     0.0,     0.0,     0.0,    28.6,    33.0,    25.3,     6.4,    24.8
Pulau Ubin,2024,3,23,     0.0,     0.0,     0.0,     0.0,    29.0,    34.4,    25.2,     5.0,    20.9
Pulau Ubin,2024,3,24,     0.0,     0.0,     0.0,     0.0,    29.0,    34.4,    25.1,     5.4,    20.2
Pulau Ubin,2024,3,25,     0.0,     0.0,     0.0,     0.0,    29.1,    33.9,    25.4,     5.1,    21.7
Pulau Ubin,2024,3,26,     0.0,     0.0,     0.0,     0.0,    29.1,    34.1,    25.8,     6.1,    28.5
Pulau Ubin,2024,3,27,     0.0,     0.0,     0.0,     0.0,    29.2,    34.4,    25.4,     5.7,    25.2
Pulau Ubin,2024,3,28,     0.0,     0.0,     0.0,     0.0,    29.3,    34.2,    25.9,     4.0,    22.4
Pulau Ubin,2024,3,29,     3.0,     2.2,     3.0,     3.0,    29.6,    34.5,    26.7,     3.9,    18.3
Pulau Ubin,2024,3,30,     0.2,     0.2,     0.2,     0.2,    29.4,    34.4,    26.4,     3.4,    21.7
Pulau Ubin,2024,3,31,     0.8,     0.6,     0.8,     0.8,    29.1,    35.6,    26.2,     3.0,    18.7
