Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2024,7,1,     1.6,     1.4,     1.6,     1.6,    27.4,    33.0,    24.9,     3.2,    16.5
Pulau Ubin,2024,7,2,     1.6,     0.8,     1.0,     1.4,    28.1,    32.9,    25.8,     2.3,    15.7
Pulau Ubin,2024,7,3,     2.2,     1.6,     2.0,     2.2,    28.0,    33.4,    25.2,     3.5,    29.8
Pulau Ubin,2024,7,4,     0.0,     0.0,     0.0,     0.0,    29.4,    33.9,    26.3,     4.2,    27.8
Pulau Ubin,2024,7,5,     0.4,     0.4,     0.4,     0.4,    27.9,    32.9,    25.8,     3.1,    20.6
Pulau Ubin,2024,7,6,     0.0,     0.0,     0.0,     0.0,    28.3,    32.3,    25.5,     2.9,    14.1
Pulau Ubin,2024,7,7,     2.6,     2.0,     2.0,     2.2,    27.1,    32.0,    25.6,     2.4,    18.3
Pulau Ubin,2024,7,8,     4.6,     2.0,     3.0,     4.0,    26.3,    31.3,    24.7,     2.8,    20.9
Pulau Ubin,2024,7,9,    18.4,    17.2,    18.0,    18.0,    27.2,    31.4,    24.6,     2.8,    31.7
Pulau Ubin,2024,7,10,     0.2,     0.2,     0.2,     0.2,    28.2,    32.8,    25.3,     3.0,    21.3
Pulau Ubin,2024,7,11,     0.0,     0.0,     0.0,     0.0,    28.4,    31.9,    25.5,     4.1,    26.7
Pulau Ubin,2024,7,12,     5.0,     3.0,     3.2,     3.6,    26.9,    32.6,    23.1,     3.1,    20.6
Pulau Ubin,2024,7,13,     0.0,     0.0,     0.0,     0.0,    28.4,    34.0,    24.5,     3.5,    20.9
Pulau Ubin,2024,7,14,     0.0,     0.0,     0.0,     0.0,    28.5,    32.4,    26.3,     3.6,    21.7
Pulau Ubin,2024,7,15,     0.0,     0.0,     0.0,     0.0,    28.6,    33.1,    25.7,     4.3,    19.4
Pulau Ubin,2024,7,16,     0.0,     0.0,     0.0,     0.0,    28.6,    32.7,    26.3,     4.8,    24.1
Pulau Ubin,2024,7,17,     0.0,     0.0,     0.0,     0.0,    28.8,    32.8,    26.2,     4.0,    23.7
Pulau Ubin,2024,7,18,     0.0,     0.0,     0.0,     0.0,    29.5,    34.0,    26.2,     5.0,    27.8
Pulau Ubin,2024,7,19,     0.0,     0.0,     0.0,     0.0,    29.5,    33.3,    27.0,     5.0,    22.4
Pulau Ubin,2024,7,20,     0.0,     0.0,     0.0,     0.0,    29.7,    33.9,    26.8,     4.8,    23.7
Pulau Ubin,2024,7,21,     0.0,     0.0,     0.0,     0.0,    29.8,    33.7,    27.6,     5.2,    24.1
Pulau Ubin,2024,7,22,     0.0,     0.0,     0.0,     0.0,    29.5,    32.9,    27.7,     4.8,    23.7
Pulau Ubin,2024,7,23,     0.0,     0.0,     0.0,     0.0,    29.7,    34.1,    26.9,     4.6,    20.9
Pulau Ubin,2024,7,24,     0.0,     0.0,     0.0,     0.0,    29.5,    33.9,    26.6,     4.4,    24.4
Pulau Ubin,2024,7,25,     0.0,     0.0,     0.0,     0.0,    29.3,    33.7,    26.9,     4.6,    22.6
Pulau Ubin,2024,7,26,     0.0,     0.0,     0.0,     0.0,    29.7,    33.8,    27.2,     5.3,    25.2
Pulau Ubin,2024,7,27,     0.0,     0.0,     0.0,     0.0,    29.8,    33.5,    27.5,     5.2,    26.3
Pulau Ubin,2024,7,28,     0.0,     0.0,     0.0,     0.0,    29.6,    33.5,    27.6,     5.5,    23.0
Pulau Ubin,2024,7,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Pulau Ubin,2024,7,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Pulau Ubin,2024,7,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
