Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2024,8,1,     0.0,     0.0,     0.0,     0.0,    28.4,    34.0,    24.8,     3.9,    23.0
Pulau Ubin,2024,8,2,     0.2,     0.2,     0.2,     0.2,    28.4,    33.1,    25.8,     2.7,    22.4
Pulau Ubin,2024,8,3,     0.4,     0.4,     0.4,     0.4,    29.3,    34.1,    26.0,     3.5,    22.0
Pulau Ubin,2024,8,4,    25.6,    14.0,    14.2,    14.2,    26.9,    31.6,    24.2,     3.4,    32.4
Pulau Ubin,2024,8,5,     1.2,     1.2,     1.2,     1.2,    27.9,    33.2,    24.9,     3.5,    21.3
Pulau Ubin,2024,8,6,     0.0,     0.0,     0.0,     0.0,    28.8,    34.0,    25.5,     3.8,    24.4
Pulau Ubin,2024,8,7,     0.0,     0.0,     0.0,     0.0,    28.5,    33.3,    25.6,     3.5,    20.2
Pulau Ubin,2024,8,8,     1.6,     0.8,     1.2,     1.6,    28.9,    33.2,    25.3,     3.8,    22.0
Pulau Ubin,2024,8,9,     8.4,     7.4,     7.6,     7.6,    28.1,    33.1,    25.1,     3.4,    24.8
Pulau Ubin,2024,8,10,     0.2,     0.2,     0.2,     0.2,    27.1,    31.8,    25.2,     3.3,    20.2
Pulau Ubin,2024,8,11,     0.6,     0.4,     0.4,     0.4,    28.0,    32.0,    25.4,     3.2,    17.6
Pulau Ubin,2024,8,12,     0.0,     0.0,     0.0,     0.0,    28.8,    33.6,    25.0,     3.8,    20.9
Pulau Ubin,2024,8,13,     0.0,     0.0,     0.0,     0.0,    29.6,    33.3,    27.4,     5.6,    25.9
Pulau Ubin,2024,8,14,    31.2,    13.2,    14.8,    26.8,    26.7,    31.5,    24.2,     3.0,    24.4
Pulau Ubin,2024,8,15,     0.0,     0.0,     0.0,     0.0,    27.9,    33.2,    24.9,     3.5,    28.2
Pulau Ubin,2024,8,16,     0.0,     0.0,     0.0,     0.0,    28.9,    33.1,    26.0,     4.3,    25.9
Pulau Ubin,2024,8,17,     0.4,     0.4,     0.4,     0.4,    28.2,    32.7,    26.0,     3.6,    27.4
Pulau Ubin,2024,8,18,     0.0,     0.0,     0.0,     0.0,    28.7,    34.1,    25.7,     3.9,    25.2
Pulau Ubin,2024,8,19,     0.0,     0.0,     0.0,     0.0,    29.1,    33.6,    25.9,     3.3,    25.9
Pulau Ubin,2024,8,20,     1.8,     1.0,     1.6,     1.8,    27.5,    33.0,    24.5,     3.1,    21.7
Pulau Ubin,2024,8,21,     0.0,     0.0,     0.0,     0.0,    27.8,    32.4,    24.9,     3.6,    23.3
Pulau Ubin,2024,8,22,     0.0,     0.0,     0.0,     0.0,    28.8,    33.9,    25.1,     3.4,    26.3
Pulau Ubin,2024,8,23,     0.0,     0.0,     0.0,     0.0,    28.5,    34.0,    25.8,     3.6,    21.7
Pulau Ubin,2024,8,24,     4.2,     1.2,     1.8,     2.8,    26.4,    30.0,    24.6,     3.8,    23.0
Pulau Ubin,2024,8,25,     2.4,     1.6,     2.0,     2.4,    26.7,    30.9,    24.2,     2.8,    37.4
Pulau Ubin,2024,8,26,     0.0,     0.0,     0.0,     0.0,    28.5,    33.4,    25.6,     3.0,    20.6
Pulau Ubin,2024,8,27,     0.0,     0.0,     0.0,     0.0,    27.9,    32.7,    25.7,     3.3,    22.0
Pulau Ubin,2024,8,28,    18.2,    11.6,    12.0,    18.0,    27.9,    34.3,    23.2,     4.2,    28.5
Pulau Ubin,2024,8,29,     0.0,     0.0,     0.0,     0.0,    28.0,    32.1,    24.9,     3.6,    21.7
Pulau Ubin,2024,8,30,     0.0,     0.0,     0.0,     0.0,    28.5,    32.9,    25.8,     3.7,    23.7
Pulau Ubin,2024,8,31,     0.0,     0.0,     0.0,     0.0,    28.5,    34.6,    25.4,     3.4,    24.8
