Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2024,4,1,     0.0,     0.0,     0.0,     0.0,    28.7,    33.3,    25.7,     2.7,    14.4
Pulau Ubin,2024,4,2,     0.0,     0.0,     0.0,     0.0,    30.2,    35.2,    26.4,     3.3,    18.0
Pulau Ubin,2024,4,3,     0.0,     0.0,     0.0,     0.0,    29.3,    34.0,    26.9,     3.1,    18.7
Pulau Ubin,2024,4,4,     5.8,     2.8,     3.4,     3.4,    27.7,    34.1,    25.3,     3.4,    24.4
Pulau Ubin,2024,4,5,     0.0,     0.0,     0.0,     0.0,    29.1,    34.6,    24.8,     4.7,    25.2
Pulau Ubin,2024,4,6,     0.0,     0.0,     0.0,     0.0,    29.1,    33.8,    25.4,     4.7,    23.7
Pulau Ubin,2024,4,7,     0.0,     0.0,     0.0,     0.0,    29.7,    34.4,    26.4,     5.1,    29.4
Pulau Ubin,2024,4,8,    34.6,    25.6,    34.2,    34.4,    28.4,    35.3,    25.3,     2.7,    20.2
Pulau Ubin,2024,4,9,     0.0,     0.0,     0.0,     0.0,    29.6,    34.6,    26.0,     4.5,    24.4
Pulau Ubin,2024,4,10,     1.4,     0.6,     0.8,     0.8,    28.2,    32.5,    26.6,     3.9,    22.0
Pulau Ubin,2024,4,11,    13.0,     4.2,     8.2,     8.2,    28.3,    32.6,    25.5,     4.9,    26.3
Pulau Ubin,2024,4,12,    59.4,     9.6,    17.0,    23.2,    25.6,    27.9,    24.3,     4.5,    24.4
Pulau Ubin,2024,4,13,     0.0,     0.0,     0.0,     0.0,    28.4,    33.5,    24.8,     4.5,    24.8
Pulau Ubin,2024,4,14,     2.0,     0.6,     1.0,     1.0,    27.7,    30.7,    26.4,     2.7,    18.3
Pulau Ubin,2024,4,15,     0.4,     0.2,     0.4,     0.4,    28.4,    33.2,    25.8,     3.6,    19.4
Pulau Ubin,2024,4,16,     7.0,     3.0,     4.8,     6.0,    27.1,    31.9,    25.4,     2.7,    24.1
Pulau Ubin,2024,4,17,    10.8,     9.2,    10.8,    10.8,    27.4,    30.4,    25.2,     2.8,    19.4
Pulau Ubin,2024,4,18,     0.0,     0.0,     0.0,     0.0,    28.5,    33.0,    25.3,     3.0,    13.7
Pulau Ubin,2024,4,19,     0.0,     0.0,     0.0,     0.0,    28.7,    34.2,    26.0,     2.6,    14.4
Pulau Ubin,2024,4,20,    13.4,     4.6,     7.4,     7.6,    27.3,    32.1,    24.8,     2.3,    21.7
Pulau Ubin,2024,4,21,    11.8,    11.6,    11.6,    11.8,    28.2,    34.3,    25.7,     2.5,    28.2
Pulau Ubin,2024,4,22,     0.6,     0.6,     0.6,     0.6,    28.5,    34.0,    26.0,     2.7,    18.7
Pulau Ubin,2024,4,23,     0.0,     0.0,     0.0,     0.0,    29.8,    34.5,    26.9,     3.3,    18.3
Pulau Ubin,2024,4,24,     0.0,     0.0,     0.0,     0.0,    29.6,    33.8,    26.5,     3.0,    22.4
Pulau Ubin,2024,4,25,     0.0,     0.0,     0.0,     0.0,    29.8,    35.2,    27.0,     3.3,    20.6
Pulau Ubin,2024,4,26,     7.6,     6.0,     6.8,     7.6,    28.8,    35.6,    25.9,     2.7,    21.7
Pulau Ubin,2024,4,27,     0.0,     0.0,     0.0,     0.0,    29.9,    34.2,    26.9,     3.3,    17.6
Pulau Ubin,2024,4,28,     0.0,     0.0,     0.0,     0.0,    29.0,    34.2,    26.7,     3.2,    40.0
Pulau Ubin,2024,4,29,     0.0,     0.0,     0.0,     0.0,    29.8,    35.0,    26.5,     3.4,    18.0
Pulau Ubin,2024,4,30,     0.0,-,     0.0,     0.0,    30.0,    34.7,    27.1,     3.0,    18.3
