Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2024,1,1,    27.0,     8.8,    11.8,    14.2,    25.4,    28.0,    24.5,     3.5,    17.6
Pulau Ubin,2024,1,2,     0.4,     0.4,     0.4,     0.4,    27.1,    32.3,    24.2,     5.2,    22.4
Pulau Ubin,2024,1,3,     9.0,     7.4,     7.4,     8.6,    26.7,    31.1,    25.0,     4.6,    33.5
Pulau Ubin,2024,1,4,    95.2,    19.2,    29.8,    38.2,    24.7,    26.4,    23.5,     4.9,    18.7
Pulau Ubin,2024,1,5,     1.8,     0.8,     0.8,     1.0,    26.3,    29.4,    24.2,     6.1,    29.1
Pulau Ubin,2024,1,6,     2.6,     2.4,     2.4,     2.6,    27.3,    31.7,    24.5,     4.0,    22.6
Pulau Ubin,2024,1,7,    85.2,    16.6,    23.6,    36.0,    24.2,    26.3,    23.0,     3.7,    19.4
Pulau Ubin,2024,1,8,     0.0,     0.2,     0.2,     0.2,    26.3,    31.7,    22.7,     4.1,    22.4
Pulau Ubin,2024,1,9,    10.0,     3.6,     4.0,     6.4,    26.5,    29.9,    24.3,     4.6,    19.8
Pulau Ubin,2024,1,10,    69.4,    30.2,    46.0,    52.2,    26.0,    29.4,    24.3,     4.6,    28.2
Pulau Ubin,2024,1,11,     1.4,     1.4,     1.4,     1.4,    27.0,    30.7,    24.8,     5.0,    24.1
Pulau Ubin,2024,1,12,    15.0,     3.6,     4.4,     6.0,    24.9,    26.5,    23.4,     4.9,    32.0
Pulau Ubin,2024,1,13,     0.0,     0.0,     0.0,     0.0,    26.6,    30.7,    23.8,     4.1,    21.7
Pulau Ubin,2024,1,14,     0.0,     0.0,     0.0,     0.0,    27.3,    30.6,    25.2,     5.9,    25.2
Pulau Ubin,2024,1,15,     2.2,     1.6,     1.6,     1.6,    27.5,    31.5,    25.5,     7.0,    27.4
Pulau Ubin,2024,1,16,    15.8,     9.8,    11.2,    14.0,    26.5,    30.0,    24.1,     5.4,    27.0
Pulau Ubin,2024,1,17,     3.8,     1.0,     1.4,     2.2,    27.2,    31.3,    24.6,     7.3,    28.2
Pulau Ubin,2024,1,18,    17.0,    10.4,    11.6,    11.6,    26.6,    30.0,    24.9,     5.1,    27.8
Pulau Ubin,2024,1,19,    13.0,     5.6,     6.2,     7.0,    26.1,    30.7,    23.9,     4.2,    28.5
Pulau Ubin,2024,1,20,    22.6,     5.6,     8.4,    10.0,    24.4,    26.2,    23.0,     3.5,    22.4
Pulau Ubin,2024,1,21,     1.8,     1.6,     1.8,     1.8,    26.3,    32.4,    22.6,     3.8,    20.6
Pulau Ubin,2024,1,22,     0.0,     0.0,     0.0,     0.0,    27.6,    32.9,    24.2,     4.4,    21.7
Pulau Ubin,2024,1,23,   103.0,    55.2,    96.4,   103.0,    26.3,    32.4,    23.5,     3.6,    25.2
Pulau Ubin,2024,1,24,    65.2,    18.8,    31.2,    54.2,    26.1,    30.2,    23.9,     4.1,    20.2
Pulau Ubin,2024,1,25,    88.0,    39.6,    62.8,    84.6,    25.3,    30.5,    23.4,     4.3,    22.4
Pulau Ubin,2024,1,26,     0.0,     0.0,     0.0,     0.0,    27.7,    31.4,    24.9,     8.5,    31.3
Pulau Ubin,2024,1,27,     0.0,     0.0,     0.0,     0.0,    28.0,    31.5,    26.4,     8.9,    30.9
Pulau Ubin,2024,1,28,     1.6,     0.6,     0.6,     0.8,    27.5,    31.0,    25.1,     7.9,    30.9
Pulau Ubin,2024,1,29,     0.2,     0.2,     0.2,     0.2,    27.8,    31.3,    26.0,     8.8,    32.8
Pulau Ubin,2024,1,30,     0.0,     0.0,     0.0,     0.0,    27.2,    31.2,    24.2,     6.3,    25.2
Pulau Ubin,2024,1,31,     0.0,     0.0,     0.0,     0.0,    27.4,    32.1,    24.9,     6.5,    29.4
