Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2024,5,1,    28.8,    24.4,    28.8,    28.8,    29.5,    34.6,    25.0,     3.1,    21.7
Pulau Ubin,2024,5,2,     0.4,     7.8,    29.0,    29.0,    28.3,    34.8,    25.1,     2.8,    17.2
Pulau Ubin,2024,5,3,     1.0,     1.0,     1.0,     1.0,    28.7,    34.0,    26.3,     2.9,    21.7
Pulau Ubin,2024,5,4,    68.0,    35.4,    39.8,    41.4,    25.9,    27.9,    24.1,     3.3,    27.4
Pulau Ubin,2024,5,5,     0.0,     0.0,     0.0,     0.0,    29.4,    35.5,    25.3,     3.1,    16.5
Pulau Ubin,2024,5,6,     0.0,     0.0,     0.0,     0.0,    29.7,    34.8,    26.7,     3.0,    21.3
Pulau Ubin,2024,5,7,     4.6,     4.2,     4.4,     4.6,    28.1,    32.8,    25.8,     2.8,    17.6
Pulau Ubin,2024,5,8,     0.0,     0.0,     0.0,     0.0,    28.2,    31.3,    26.0,     3.0,    22.6
Pulau Ubin,2024,5,9,     0.0,     0.0,     0.0,     0.0,    29.8,    34.4,    26.3,     3.2,    16.1
Pulau Ubin,2024,5,10,     0.0,     0.0,     0.0,     0.0,    29.6,    33.3,    27.1,     3.3,    29.4
Pulau Ubin,2024,5,11,     0.4,     0.2,     0.2,     0.4,    29.1,    34.1,    26.2,     2.9,    23.0
Pulau Ubin,2024,5,12,     0.0,     0.0,     0.0,     0.0,    28.8,    33.6,    26.6,     2.5,    19.8
Pulau Ubin,2024,5,13,     0.0,     0.0,     0.0,     0.0,    28.4,    34.2,    26.0,     3.1,    20.6
Pulau Ubin,2024,5,14,     0.0,     0.0,     0.0,     0.0,    28.7,    35.2,    25.3,     3.5,    18.0
Pulau Ubin,2024,5,15,     0.8,     0.6,     0.6,     0.6,    28.8,    34.5,    26.7,     2.3,    18.3
Pulau Ubin,2024,5,16,    10.2,     4.6,     5.2,     6.8,    27.4,    30.6,    26.0,     2.5,    28.2
Pulau Ubin,2024,5,17,     8.4,     8.4,     8.4,     8.4,    28.8,    33.8,    25.9,     2.9,    19.1
Pulau Ubin,2024,5,18,     0.4,     0.4,     0.4,     0.4,    28.9,    34.3,    26.5,     2.9,    23.7
Pulau Ubin,2024,5,19,     0.0,     0.0,     0.0,     0.0,    29.0,    33.8,    27.0,     4.0,    24.1
Pulau Ubin,2024,5,20,     6.4,     1.8,     3.4,     4.8,    27.6,    31.2,    26.0,     2.7,    21.7
Pulau Ubin,2024,5,21,     9.2,     8.8,     9.0,     9.2,    28.4,    32.5,    26.3,     2.9,    27.8
Pulau Ubin,2024,5,22,     9.2,     7.2,     7.8,     7.8,    27.1,    29.6,    25.4,     2.3,    19.1
Pulau Ubin,2024,5,23,    24.0,    10.8,    13.4,    22.2,    28.1,    33.8,    25.4,     2.6,    20.6
Pulau Ubin,2024,5,24,     5.0,     2.0,     3.4,     4.4,    27.8,    32.6,    24.8,     3.0,    22.6
Pulau Ubin,2024,5,25,    19.4,    13.6,    14.4,    15.0,    27.5,    32.7,    25.8,     2.0,    15.2
Pulau Ubin,2024,5,26,     0.2,     0.2,     0.2,     0.2,    29.1,    33.3,    26.1,     2.5,    17.2
Pulau Ubin,2024,5,27,     0.0,     0.0,     0.0,     0.0,    29.8,    34.2,    27.5,     3.4,    22.4
Pulau Ubin,2024,5,28,     0.0,     0.0,     0.0,     0.0,    29.2,    32.7,    26.6,     2.9,    23.3
Pulau Ubin,2024,5,29,     0.0,     0.0,     0.0,     0.0,    29.8,    35.3,    26.7,     3.1,    24.1
Pulau Ubin,2024,5,30,     0.2,     0.2,     0.2,     0.2,    29.2,    32.6,    27.1,     3.3,    24.1
Pulau Ubin,2024,5,31,     6.2,     4.0,     6.2,     6.2,    28.4,    32.6,    25.3,     2.3,    23.7
