Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2024,6,1,    20.4,     8.4,    12.4,    12.8,    26.3,    28.7,    23.6,     2.8,    24.1
Pulau Ubin,2024,6,2,     5.8,     2.4,     3.0,     4.6,    27.0,    31.6,    25.3,     2.5,    15.2
Pulau Ubin,2024,6,3,     0.2,     0.2,     0.2,     0.2,    28.3,    34.2,    25.6,     2.8,    15.2
Pulau Ubin,2024,6,4,     0.0,     0.0,     0.0,     0.0,    29.1,    34.3,    25.7,     3.0,    19.8
Pulau Ubin,2024,6,5,     0.0,     0.0,     0.0,     0.0,    29.9,    34.0,    26.3,     3.3,    23.3
Pulau Ubin,2024,6,6,    25.6,    22.6,    25.2,    25.4,    28.2,    34.0,    24.2,     3.3,    24.8
Pulau Ubin,2024,6,7,     1.6,     1.6,     1.6,     1.6,    27.9,    33.2,    25.6,     2.3,    18.3
Pulau Ubin,2024,6,8,     0.2,     0.2,     0.2,     0.2,    28.1,    32.4,    26.3,     2.2,    15.6
Pulau Ubin,2024,6,9,     4.0,     3.8,     3.8,     3.8,    27.9,    32.5,    24.9,     2.7,    22.6
Pulau Ubin,2024,6,10,     7.8,     5.0,     5.0,     7.4,    27.7,    31.8,    26.0,     2.5,    26.7
Pulau Ubin,2024,6,11,     0.6,     0.4,     0.6,     0.6,    28.3,    34.9,    24.8,     3.2,    25.2
Pulau Ubin,2024,6,12,     1.6,     1.4,     1.6,     1.6,    28.4,    32.7,    25.3,     2.6,    18.7
Pulau Ubin,2024,6,13,     4.6,     3.2,     4.4,     4.4,    28.8,    34.6,    25.6,     2.9,    16.1
Pulau Ubin,2024,6,14,     0.2,     0.2,     0.2,     0.2,    27.9,    33.5,    25.6,     2.7,    16.5
Pulau Ubin,2024,6,15,     4.8,     3.4,     4.6,     4.8,    27.8,    31.7,    25.0,     2.2,    19.1
Pulau Ubin,2024,6,16,     7.0,     2.6,     4.6,     5.4,    27.6,    33.1,    23.5,     2.9,    32.8
Pulau Ubin,2024,6,17,     0.0,     0.0,     0.0,     0.0,    28.4,    34.0,    25.6,     4.0,    29.1
Pulau Ubin,2024,6,18,     0.0,     0.0,     0.0,     0.0,    28.0,    32.5,    25.2,     3.3,    21.7
Pulau Ubin,2024,6,19,     0.8,     0.4,     0.8,     0.8,    27.9,    31.4,    25.8,     2.9,    20.2
Pulau Ubin,2024,6,20,     2.2,     1.6,     1.6,     1.6,    28.6,    33.8,    25.5,     3.6,    18.7
Pulau Ubin,2024,6,21,    39.0,    12.8,    20.2,    31.4,    26.7,    29.8,    22.9,     4.3,    31.7
Pulau Ubin,2024,6,22,    25.4,     8.0,    11.4,    17.6,    25.3,    27.6,    23.1,     3.6,    38.5
Pulau Ubin,2024,6,23,     0.0,     0.0,     0.0,     0.0,    27.9,    32.6,    25.2,     3.0,    20.2
Pulau Ubin,2024,6,24,     9.4,     9.2,     9.4,     9.4,    28.1,    34.0,    25.2,     2.9,    23.0
Pulau Ubin,2024,6,25,     3.6,     2.2,     2.2,     2.4,    28.9,    33.7,    26.3,     3.1,    22.4
Pulau Ubin,2024,6,26,     0.2,     0.2,     0.2,     0.2,    28.9,    34.2,    25.9,     3.2,    23.3
Pulau Ubin,2024,6,27,     0.0,     0.0,     0.0,     0.0,    28.0,    32.5,    25.6,     3.1,    17.2
Pulau Ubin,2024,6,28,     0.8,     0.6,     0.8,     0.8,    28.0,    32.9,    25.8,     2.7,    19.8
Pulau Ubin,2024,6,29,    10.0,     3.6,     6.0,    10.0,    27.8,    32.9,    24.6,     2.7,    17.2
Pulau Ubin,2024,6,30,    45.4,    16.8,    23.8,    37.0,    25.6,    27.1,    23.4,     2.7,    24.4
