Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2025,1,1,     8.4,     8.4,     8.4,     8.4,    27.5,    30.6,    25.5,    11.3,    42.8
East Coast Parkway,2025,1,2,     0.0,     0.0,     0.0,     0.0,    28.2,    30.7,    26.3,    14.6,    45.0
East Coast Parkway,2025,1,3,     1.4,     1.4,     1.4,     1.4,    28.5,    31.5,    26.4,    14.5,    48.2
East Coast Parkway,2025,1,4,     2.2,     2.2,     2.2,     2.2,    28.2,    30.5,    26.7,    14.8,    47.6
East Coast Parkway,2025,1,5,     0.0,     0.0,     0.0,     0.0,    28.1,    31.0,    26.4,    16.3,    50.7
East Coast Parkway,2025,1,6,     0.0,     0.0,     0.0,     0.0,    28.2,    30.6,    26.8,    16.5,    47.6
East Coast Parkway,2025,1,7,     0.0,     0.0,     0.0,     0.0,    28.2,    31.6,    26.4,    13.0,    49.3
East Coast Parkway,2025,1,8,     0.0,     0.0,     0.0,     0.0,    28.4,    31.3,    26.8,    15.3,    51.5
East Coast Parkway,2025,1,9,     0.0,     0.0,     0.0,     0.0,    28.1,    31.0,    26.3,    17.0,    49.6
East Coast Parkway,2025,1,10,   138.2,    17.6,    27.0,    50.8,    25.0,    27.6,    23.0,    11.0,    39.3
East Coast Parkway,2025,1,11,   100.2,    16.0,    18.6,    25.2,    24.4,    25.7,    22.9,    11.6,    32.0
East Coast Parkway,2025,1,12,    61.0,    23.4,    31.4,    35.8,    25.5,    27.2,    23.1,    15.1,    46.9
East Coast Parkway,2025,1,13,    73.8,    21.4,    32.2,    56.8,    24.8,    26.3,    23.0,    12.4,    36.3
East Coast Parkway,2025,1,14,-,-,-,-,-,-,-,-,-
East Coast Parkway,2025,1,15,    18.6,    16.6,    18.6,    18.6,    26.0,    28.3,    23.6,    10.6,    29.1
East Coast Parkway,2025,1,16,-,-,-,-,-,-,-,-,-
East Coast Parkway,2025,1,17,     0.4,     0.2,     0.2,     0.2,    27.0,    29.2,    25.6,    17.9,    61.5
East Coast Parkway,2025,1,18,     0.6,     0.2,     0.2,     0.2,    26.8,    29.3,    25.3,    17.1,    54.4
East Coast Parkway,2025,1,19,     6.8,     2.2,     2.4,     3.4,    26.2,    28.2,    24.9,    13.7,    53.7
East Coast Parkway,2025,1,20,     0.0,     0.0,     0.0,     0.0,    26.9,    29.1,    25.5,    14.2,    44.3
East Coast Parkway,2025,1,21,     2.0,     1.4,     1.4,     1.6,    25.9,    27.2,    24.3,    12.8,    40.4
East Coast Parkway,2025,1,22,     0.2,     0.2,     0.2,     0.2,    26.4,    27.8,    25.4,    14.1,    46.9
East Coast Parkway,2025,1,23,     0.8,     0.4,     0.4,     0.6,    26.4,    27.7,    25.0,    11.7,    33.9
East Coast Parkway,2025,1,24,-,-,-,-,-,-,-,-,-
East Coast Parkway,2025,1,25,     0.0,     0.0,     0.0,     0.0,    27.2,    30.2,    25.4,    10.5,    36.7
East Coast Parkway,2025,1,26,     0.0,     0.0,     0.0,     0.0,    27.6,    29.8,    26.1,    13.2,    43.5
East Coast Parkway,2025,1,27,     5.0,     0.8,     1.2,     2.0,    25.8,    29.1,    23.9,    13.4,    42.0
East Coast Parkway,2025,1,28,     0.0,     0.0,     0.0,     0.0,    26.8,    28.9,    25.6,    19.0,    55.7
East Coast Parkway,2025,1,29,     0.0,     0.0,     0.0,     0.0,    26.6,    28.5,    25.4,    17.9,    53.3
East Coast Parkway,2025,1,30,     0.0,     0.0,     0.0,     0.0,    26.8,    29.0,    24.9,    16.5,    52.6
East Coast Parkway,2025,1,31,     0.0,     0.0,     0.0,     0.0,    26.7,    29.8,    24.5,    15.2,    49.3
