Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2025,3,1,     0.0,     0.0,     0.0,     0.0,    28.1,    32.2,    25.3,     6.8,    23.3
Pulau Ubin,2025,3,2,     0.0,     0.0,     0.0,     0.0,    27.7,    32.0,    24.7,     7.2,    26.3
Pulau Ubin,2025,3,3,     0.0,     0.0,     0.0,     0.0,    27.9,    33.2,    24.3,     5.6,    21.7
Pulau Ubin,2025,3,4,     0.0,     0.0,     0.0,     0.0,    27.7,    32.6,    24.6,     4.9,    22.4
Pulau Ubin,2025,3,5,     2.2,     0.8,     1.0,     1.2,    26.4,    30.0,    24.6,     2.8,    17.2
Pulau Ubin,2025,3,6,    11.2,     3.8,     6.8,     7.6,    26.0,    28.2,    24.8,     3.2,    21.3
Pulau Ubin,2025,3,7,     0.0,     0.0,     0.0,     0.0,    28.0,    33.9,    24.7,     4.0,    19.4
Pulau Ubin,2025,3,8,    21.2,    10.8,    11.0,    11.2,    27.0,    32.0,    24.2,     4.8,    25.2
Pulau Ubin,2025,3,9,    12.8,     8.8,     9.2,    10.2,    25.8,    27.5,    24.5,     2.6,    22.4
Pulau Ubin,2025,3,10,     0.0,     0.0,     0.0,     0.0,    27.7,    31.6,    24.7,     6.7,    27.4
Pulau Ubin,2025,3,11,     2.6,     1.4,     1.6,     1.6,    28.2,    32.7,    25.4,     6.5,    23.3
Pulau Ubin,2025,3,12,    18.6,     9.8,    12.0,    15.4,    26.9,    32.2,    24.9,     3.9,    23.0
Pulau Ubin,2025,3,13,     2.4,     1.8,     2.2,     2.4,    27.4,    31.7,    25.0,     3.6,    19.1
Pulau Ubin,2025,3,14,     0.0,     0.0,     0.0,     0.0,    28.3,    32.9,    25.2,     6.4,    28.2
Pulau Ubin,2025,3,15,-,-,-,-,    28.3,    32.8,    25.4,     4.4,    20.6
Pulau Ubin,2025,3,16,     0.0,-,-,-,    27.6,    31.7,    25.6,     4.0,    22.4
Pulau Ubin,2025,3,17,     0.0,     0.0,     0.0,     0.0,    28.3,    32.6,    25.2,     6.5,    24.4
Pulau Ubin,2025,3,18,     0.0,     0.0,     0.0,     0.0,-,-,-,     8.4,    31.3
Pulau Ubin,2025,3,19,    92.2,    13.2,    19.2,    29.6,-,-,-,     5.4,    29.8
Pulau Ubin,2025,3,20,   196.6,    22.4,    31.4,    54.8,-,-,-,     6.2,    30.2
Pulau Ubin,2025,3,21,     5.8,     2.2,     2.2,     2.2,-,-,-,     6.8,    30.6
Pulau Ubin,2025,3,22,    35.0,    19.0,    33.6,    33.8,-,-,-,     6.6,    27.4
Pulau Ubin,2025,3,23,    95.0,    41.2,    75.4,   112.6,-,-,-,     5.8,    25.6
Pulau Ubin,2025,3,24,    15.8,     7.2,     7.4,     7.4,-,-,-,     5.2,    24.4
Pulau Ubin,2025,3,25,    16.8,     9.8,    11.8,    11.8,-,-,-,     4.1,    19.1
Pulau Ubin,2025,3,26,     0.2,     0.2,     0.2,     0.2,    26.9,    32.0,    24.1,     3.6,    18.0
Pulau Ubin,2025,3,27,     4.6,     2.6,     2.8,     3.2,    27.1,    31.5,    24.7,     3.4,    18.0
Pulau Ubin,2025,3,28,     0.6,     0.6,     0.6,     0.6,    27.4,    33.1,    25.3,     4.1,    34.3
Pulau Ubin,2025,3,29,     4.4,     3.8,     3.8,     4.0,    26.9,    32.2,    24.7,     3.3,    19.1
Pulau Ubin,2025,3,30,     3.2,     2.8,     3.2,     3.2,    26.3,    33.3,    24.0,     3.5,    19.4
Pulau Ubin,2025,3,31,    19.2,    10.0,    16.0,    16.2,    25.7,    31.7,    23.8,     3.3,    15.7
