Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2023,11,1,     0.0,     0.0,     0.0,     0.0,    28.7,    32.6,    26.7,     6.1,    28.9
Jurong Island,2023,11,2,     0.0,     0.0,     0.0,     0.0,    29.5,    33.2,    26.1,     5.2,    26.3
Jurong Island,2023,11,3,     0.0,     0.0,     0.0,     0.0,    29.8,    33.4,    27.1,     5.9,    27.8
Jurong Island,2023,11,4,     0.4,     0.4,     0.4,     0.4,    29.3,    34.3,    27.3,     6.2,    29.1
Jurong Island,2023,11,5,     2.6,     2.2,     2.2,     2.2,    28.7,    32.3,    25.9,     5.0,    26.3
Jurong Island,2023,11,6,     5.6,     5.6,     5.6,     5.6,    28.8,    33.1,    25.9,     5.3,    28.2
Jurong Island,2023,11,7,     3.0,     2.6,     3.0,     3.0,    28.2,    32.6,    24.1,     5.3,    39.6
Jurong Island,2023,11,8,     0.0,     0.0,     0.0,     0.0,    28.5,    31.9,    25.7,     6.0,    34.3
Jurong Island,2023,11,9,     0.6,     0.6,     0.6,     0.6,    28.9,    31.7,    27.2,     5.6,    27.4
Jurong Island,2023,11,10,     0.0,     0.0,     0.0,     0.0,    29.5,    32.7,    27.6,     6.5,    27.4
Jurong Island,2023,11,11,     0.0,     0.0,     0.0,     0.0,    29.7,    32.8,    26.5,     6.4,    31.7
Jurong Island,2023,11,12,     0.8,     0.4,     0.8,     0.8,    29.4,    33.3,    27.3,     5.7,    28.9
Jurong Island,2023,11,13,     0.0,     0.0,     0.0,     0.0,    29.4,    33.5,    27.4,     7.5,    40.7
Jurong Island,2023,11,14,     7.4,     3.6,     3.8,     4.8,    27.3,    30.6,    25.7,     4.7,    35.9
Jurong Island,2023,11,15,     0.0,     0.0,     0.0,     0.0,    28.8,    32.5,    26.0,     6.1,    28.2
Jurong Island,2023,11,16,     3.0,     1.2,     1.4,     1.6,    28.0,    33.1,    25.9,     5.1,    27.8
Jurong Island,2023,11,17,     6.6,     6.4,     6.4,     6.4,    28.1,    33.1,    26.0,     4.2,    28.9
Jurong Island,2023,11,18,    40.6,    25.6,    39.6,    40.4,    28.0,    32.4,    25.4,     6.0,    30.9
Jurong Island,2023,11,19,     0.0,     0.0,     0.0,     0.0,    27.8,    30.3,    26.1,     8.2,    32.0
Jurong Island,2023,11,20,     2.2,     2.2,     2.2,     2.2,    28.8,    32.8,    26.2,     6.4,    35.2
Jurong Island,2023,11,21,     2.6,     1.2,     1.8,     2.2,    27.5,    31.0,    26.0,     6.5,    44.6
Jurong Island,2023,11,22,     0.0,     0.0,     0.0,     0.0,    28.3,    31.3,    26.1,     7.0,    24.8
Jurong Island,2023,11,23,     3.4,     2.6,     3.0,     3.2,    28.1,    32.0,    24.7,     6.9,    30.6
Jurong Island,2023,11,24,    42.8,    35.8,    42.0,    42.8,    27.4,    31.9,    24.0,     7.8,    28.9
Jurong Island,2023,11,25,     0.6,     0.2,     0.2,     0.4,    27.5,    30.7,    26.4,     6.3,    33.9
Jurong Island,2023,11,26,     0.0,     0.0,     0.0,     0.0,    27.8,    32.0,    25.9,     5.3,    26.7
Jurong Island,2023,11,27,     1.6,     0.6,     0.6,     0.6,    27.6,    30.7,    25.2,     6.3,    31.3
Jurong Island,2023,11,28,     3.2,     1.6,     2.8,     2.8,    28.2,    33.5,    25.2,     5.5,    39.6
Jurong Island,2023,11,29,    34.8,    28.6,    32.8,    33.2,    27.4,    31.5,    25.2,     5.3,    21.7
Jurong Island,2023,11,30,    70.6,    21.0,    24.6,    27.2,    26.8,    31.9,    23.9,     6.1,    26.7
